array_index,y_true,y_pred,residual_pred_minus_true,absolute_error,squared_error,relative_error_percent,source,source_row,donor_smiles,acceptor_smiles,experimental_PCE,pair_key,donor_fp_hash,acceptor_fp_hash,pair_fp_hash,legacy_sequence_hash,role_aware_sequence_hash,pair_fp_group_id,legacy_sequence_group_id,role_aware_sequence_group_id,safe_any_encoding_group_id,prediction_sd_across_model_seeds
40,14.0,10.885757635135462,-3.1142423648645376,3.1142423648645376,9.698505507117067,22.244588320460984,in-house,45,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,CCCCCCC1=CC=C(C2(C3=CC=C(C=C3)CCCCCC)C4=C(C=C(C5=C4)C(C(C=C6)=CC=C6CCCCCC)(C7=C5SC(/C=C8/C(C9=C(C8=O)C=C(F)C=C9)=C(C#N)\C#N)=C7)C(C=C%10)=CC=C%10CCCCCC)C%11=C2C%12=C(C(SC(/C=C(C%13=O)/C(C%14=C%13C=C(F)C=C%14)=C(C#N)\C#N)=C%15)=C%15N%12CCCCCCCC)S%11)C=C1,14.0,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||CCCCCCC1=CC=C(C2(C3=CC=C(C=C3)CCCCCC)C4=C(C=C(C5=C4)C(C(C=C6)=CC=C6CCCCCC)(C7=C5SC(/C=C8/C(C9=C(C8=O)C=C(F)C=C9)=C(C#N)\C#N)=C7)C(C=C%10)=CC=C%10CCCCCC)C%11=C2C%12=C(C(SC(/C=C(C%13=O)/C(C%14=C%13C=C(F)C=C%14)=C(C#N)\C#N)=C%15)=C%15N%12CCCCCCCC)S%11)C=C1,6f31f3770fd225e382586e20513744e11a328b7cc74c758d48628417c600a02b,aae7c036f50c84dd7d6739aad596ce6f0f64ca992761de8f4abce3a6fded56cd,f7aa181157ebfcc1f03031618ea39465e66ae63b4925359728626dcbb42f5b72,f8d826ff0c6cab552c1ec35930770530439e1d1ec959d171d15c4b059021ac48,866e01139c26eef2b6ebe41398a1d8d67a278177545411bec20a506a46ea7796,1156,1160,608,35,0.5478379029661351
41,13.949999809265137,12.365249057807544,-1.5847507514575927,1.5847507514575927,2.511434944245405,11.360220595881678,in-house,46,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,FC1=CC(C(/C2=C/C3=C(CCCCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F,13.95,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O||FC1=CC(C(/C2=C/C3=C(CCCCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F,65482d735aa1f382b817dd8d95b1689b39b0b3c26138949c2680844f1b1f5ea0,116596b3c0bf5392305dd7a9038cea9b7842a248ef0ff307a76793926dc41fde,b22cef58ec7cfac39705fe113999e5f0d7ccd8ddb0529e74aa7c5d95b01ae27e,ccadeab06fe0d22661c54cf46f26ab11bac8ab9ae86b5968982b866f28f40ae8,cbf0f12d5ec0c3cb2d107a991a82bf9dbbcd62a7c76f6730cd02747073721746,827,942,936,36,0.6934653829224814
43,13.899999618530272,12.846195513659184,-1.0538041048710873,1.0538041048710873,1.1105030914431537,7.581324703536303,in-house,48,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=C(S4)C(C6(C7=CC=C(CCCCCCCC)C=C7)C8=CC=C(CCCCCCCC)C=C8)=C(C9=CC%10=C(C%11=C(C%10(C%12=CC=C(C=C%12)CCCCCCCC)C%13=CC=C(C=C%13)CCCCCCCC)C(SC%14=C%15SC(/C=C%16C(C%17=CC(F)=C(C=C%17C\%16=C(C#N)\C#N)F)=O)=C%14)=C%15S%11)C=C96)S5)S3,13.9,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O||O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=C(S4)C(C6(C7=CC=C(CCCCCCCC)C=C7)C8=CC=C(CCCCCCCC)C=C8)=C(C9=CC%10=C(C%11=C(C%10(C%12=CC=C(C=C%12)CCCCCCCC)C%13=CC=C(C=C%13)CCCCCCCC)C(SC%14=C%15SC(/C=C%16C(C%17=CC(F)=C(C=C%17C\%16=C(C#N)\C#N)F)=O)=C%14)=C%15S%11)C=C96)S5)S3,65482d735aa1f382b817dd8d95b1689b39b0b3c26138949c2680844f1b1f5ea0,7aeedf63c12b736e34a0a615914b84cd46e154b936481a9e59697139a182b618,dcd6bec6e559f9fc7c6eaa246047ec416b5602494c64b681efb6ac8cd0b0dc37,809af065b9b31be8b05a13f1cdb84852f3b4c1378f3fd1e0657449717b9207bc,dc3744ff1429bf4e028ea25dbfc7e80b538a8444c0645728194ab115a7ec5775,1047,614,1019,38,0.5441888171295102
47,13.739999771118164,11.872335396190682,-1.8676643749274824,1.8676643749274824,3.4881702173732636,13.59289960727191,in-house,52,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C/1=C\C2=CC3=C(S2)C(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=CC8=C(C=C74)C9=C(C%10=C(S9)C=C(/C=C%11C(C%12=CC=C(Cl)C=C%12C\%11=C(C#N)/C#N)=O)S%10)C8(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(Cl)C=C%15C1=C(C#N)/C#N,13.74,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C/1=C\C2=CC3=C(S2)C(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=CC8=C(C=C74)C9=C(C%10=C(S9)C=C(/C=C%11C(C%12=CC=C(Cl)C=C%12C\%11=C(C#N)/C#N)=O)S%10)C8(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(Cl)C=C%15C1=C(C#N)/C#N,61eee9608e36bdb1d3a96a3ad1baa39916f3a546e29d11481966a5a2d3d30f3c,13ae1148b228a4ab05940b3f9c909bea4a2b70c2f7a8fba669a2215eb652c86d,8a6cf037e25bf02d6f97b91086c707aebb65fc6ed83a350e1a8f1351e18cfdeb,a9799e7d8694f5732414039f9b8cfa5de9d77738da611ab5ae99fc5539e4b78a,2a86e7091557c77a36921eaedbdba49b79c296bdecd893889974d6b12b40cbcd,630,777,182,42,0.6377375859392695
56,13.5,12.719355054421,-0.7806449455790005,0.7806449455790005,0.6094065310580408,5.782555152437041,in-house,63,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,O=C(C1=C(C=C(Cl)C(Cl)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(S5)C(CCCCCCCC)=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=C%12SC(/C=C%13C(C%14=C(C=C(Cl)C(Cl)=C%14)C\%13=C(C#N)\C#N)=O)=C%11)C%15=CC=C(CCCCCC)C=C%15)=C%12SC9=C8[O]CCCCCCCC)S3,13.5,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O||O=C(C1=C(C=C(Cl)C(Cl)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(S5)C(CCCCCCCC)=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=C%12SC(/C=C%13C(C%14=C(C=C(Cl)C(Cl)=C%14)C\%13=C(C#N)\C#N)=O)=C%11)C%15=CC=C(CCCCCC)C=C%15)=C%12SC9=C8[O]CCCCCCCC)S3,65482d735aa1f382b817dd8d95b1689b39b0b3c26138949c2680844f1b1f5ea0,12bf4cb7502de2c8a516d1f4d01976012ad922106db871c8ac821d2deed5ba6b,2811d7eb636e5d07e8c2918c7148e9abeafc370dec87205f8296c63a51c194b5,2cd685cf774e4cf265cd600499bbf6bbe4ec21a0b2c58deb64b8157a0a36b7a0,9f4698931a707388b397e5a0fbbd73932120ebdf5a80f01822763eaa46589459,172,213,727,51,0.5973772455973798
59,13.449999809265137,12.43226386532925,-1.017735943935886,1.017735943935886,1.035786451579069,7.566810099393538,in-house,66,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(SC(C4=CC=C(C)S4)=C3C2=O)C(S5)=CC=C5C6=CC7C(C8=CC(F)=C(CCCCCCCC)C8)C9C(C=C(S9)C)C(C%10=CC(F)=C(S%10)CCCCCCCC)=C7S6,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,13.45,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(SC(C4=CC=C(C)S4)=C3C2=O)C(S5)=CC=C5C6=CC7C(C8=CC(F)=C(CCCCCCCC)C8)C9C(C=C(S9)C)C(C%10=CC(F)=C(S%10)CCCCCCCC)=C7S6||O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,e792d3c9cd416343b01f391920341dced2a7a213c67cb046f49990cbb2fa765d,dcf842694d53827077961931c0e460a45a792bc12c0b37ed12451efc871162d4,0424e3982a9dc0117816ed4e988053890ea3b26a2e350619e826155fcf34d5ec,ace101d50ecdd4057f78e911cd542e0b681923d4481c3b28cf57ff559e29bfcc,e36c798751db450508bf0bc60b442289f0bc438bcda8829f751e1e4caa13b9cd,16,790,1058,54,0.8105031929222846
62,13.399999618530272,11.231026460628698,-2.168973157901574,2.168973157901574,4.704444559697525,16.186367310803472,in-house,70,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=C(N4CC(CCCCCC)CCCC)C6=C(S5)C(C(C(C7=CC=C(C=C7)CCCCCC)6C8=CC=C(C=C8)CCCCCC)=C9)=CC%10=C9C%11=C(C(C%12=CC=C(CCCCCC)C=C%12)%10C%13=CC=C(CCCCCC)C=C%13)C(N%14CC(CCCCCC)CCCC)=C(S%11)C(S%15)=C%14C=C%15/C=C(C(C%16=C%17C=C(Cl)C(Cl)=C%16)=O)/C%17=C(C#N)/C#N,13.4,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=C(N4CC(CCCCCC)CCCC)C6=C(S5)C(C(C(C7=CC=C(C=C7)CCCCCC)6C8=CC=C(C=C8)CCCCCC)=C9)=CC%10=C9C%11=C(C(C%12=CC=C(CCCCCC)C=C%12)%10C%13=CC=C(CCCCCC)C=C%13)C(N%14CC(CCCCCC)CCCC)=C(S%11)C(S%15)=C%14C=C%15/C=C(C(C%16=C%17C=C(Cl)C(Cl)=C%16)=O)/C%17=C(C#N)/C#N,6f31f3770fd225e382586e20513744e11a328b7cc74c758d48628417c600a02b,f5cc737066a29aa88dd00fba806ea1091478fd001abf93e7b112896e7411244a,38d1c00246eabed77ef1ac04a505d82acf9471991971e8379638071b19e029ca,7e6ca6e961f227cbef5460f7803571b0f9e9ab0c726fdb3113a4155d7813903d,392a14006c99013bff4dda6f59868dd6f8f0508f610742a9ca42a4ba17b4b2c3,252,602,250,57,0.5722654654353213
71,13.239999771118164,12.365249057807544,-0.87475071331062,0.87475071331062,0.7651888104374386,6.606878613539012,in-house,79,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,FC1=CC(C(/C2=C/C3=C(CCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F,13.24,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O||FC1=CC(C(/C2=C/C3=C(CCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F,65482d735aa1f382b817dd8d95b1689b39b0b3c26138949c2680844f1b1f5ea0,116596b3c0bf5392305dd7a9038cea9b7842a248ef0ff307a76793926dc41fde,b22cef58ec7cfac39705fe113999e5f0d7ccd8ddb0529e74aa7c5d95b01ae27e,ccadeab06fe0d22661c54cf46f26ab11bac8ab9ae86b5968982b866f28f40ae8,cbf0f12d5ec0c3cb2d107a991a82bf9dbbcd62a7c76f6730cd02747073721746,827,942,936,36,0.6934653829224814
72,13.220000267028809,9.754868922847333,-3.4651313441814757,3.4651313441814757,12.00713523242892,26.21128044016495,in-house,80,FC1=C(C2=CC=C(C3=CC4=C(C(C(C=C5F)=CC(F)=C5CC(CCCC)CC)=C6C=C(OC6=C4C(C=C7F)=CC(F)=C7CC(CC)CCCC)C)O3)S2)C8=NN(CC(CCCCCCCC)CCCCCC)N=C8C(C9=CC=C(C)S9)=C1F,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,13.22,FC1=C(C2=CC=C(C3=CC4=C(C(C(C=C5F)=CC(F)=C5CC(CCCC)CC)=C6C=C(OC6=C4C(C=C7F)=CC(F)=C7CC(CC)CCCC)C)O3)S2)C8=NN(CC(CCCCCCCC)CCCCCC)N=C8C(C9=CC=C(C)S9)=C1F||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,0eba39b92d3306533f37e1089333de7bf54469696f9634a85ef7c679c887edab,3bc5e962960694d5a8c90d751d3f10c939059169c6882aed8bdcfb92d36d6776,9ab63027ad8001727279933ec0d54192e59dcc97ec91cfd101885041ac846d14,151f1cd5e4b1ca5e94f334c5e773a72fe7018b3c65f786cc680559043ed889a9,2969717bdbfd392c6b33fe35ff9ba66f50ff1a03a093d95264e7f37a47283cde,704,105,177,66,0.9507951098794675
73,13.199999809265137,11.74785351517177,-1.4521462940933674,1.4521462940933674,2.1087288594491005,11.001108447547853,in-house,81,[H]C(C=C1C(C2=C3SC(C4=C(F)C=C(C5=C(C(C6=C(SC(CCCCCCCC)=C6C7=O)CCCCCCCC)=O)C7=C(C8=CC(F)=CS8)S5)S4)=C2)=C9SC(C)=CC9=C3C%10=CC([H])=C(S%10)CCCCCCCC)=C(S1)CCCCCCCC,O=C1C(/C(C2=CC=CC=C21)=C(C#N)/C#N)=C/C3=CC(SC(C4=CC(C5(CCCCCCCC)CCCCCCCC)=C(C6=C5C7=C(C=C(/C=C8C(C9=CC=CC=C9C/8=C(C#N)/C#N)=O)S7)S6)C=C4%10)=C%11C%10(CCCCCCCC)CCCCCCCC)=C%11S3,13.2,[H]C(C=C1C(C2=C3SC(C4=C(F)C=C(C5=C(C(C6=C(SC(CCCCCCCC)=C6C7=O)CCCCCCCC)=O)C7=C(C8=CC(F)=CS8)S5)S4)=C2)=C9SC(C)=CC9=C3C%10=CC([H])=C(S%10)CCCCCCCC)=C(S1)CCCCCCCC||O=C1C(/C(C2=CC=CC=C21)=C(C#N)/C#N)=C/C3=CC(SC(C4=CC(C5(CCCCCCCC)CCCCCCCC)=C(C6=C5C7=C(C=C(/C=C8C(C9=CC=CC=C9C/8=C(C#N)/C#N)=O)S7)S6)C=C4%10)=C%11C%10(CCCCCCCC)CCCCCCCC)=C%11S3,207c5374cab9cab480ca09069403e45fa26ce90f96e97882a56aeac2c45d119c,15e629060f4bd1f16881c65603cd331ef5c9cf39120d5d0edf91eb3b1b6fe797,e5e22aaee613e8cce74d2088a8b63e0659a99b168073ae9721f0f494fcaa46ab,6f6641aa476b24ce08b16fdc700fd1a88e0b16d138231d46c02bd5ace04e95bc,7bf19c957f9f0a8f0230965aa3c87f9ec0ff4608555f1b1d261be436e970915b,1087,542,562,67,0.7514973743918901
74,13.199999809265137,12.305198471144875,-0.8948013381202617,0.8948013381202617,0.800669434701811,6.7787981140135845,in-house,82,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCBr)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCBr)C%10)=C7S6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,13.2,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCBr)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCBr)C%10)=C7S6||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,42bfb5715ae351be46fadb245f5d3fc09b1862c6168b75686e973f5a35385044,3bc5e962960694d5a8c90d751d3f10c939059169c6882aed8bdcfb92d36d6776,503b3c87a1a5143e1ddaf70ff638331b03ccad257de21038feb8b7c84b450759,d9ffaac3966ff79d46fd8b5e52967379a2e773cc95c15980b3bf5b92501894fa,5dfff92921414be369efa60d53f88727ddea4cfb4aaad90bbf8386c59c776eb6,369,1008,423,68,0.8158202940459034
77,13.199999809265137,12.365249057807544,-0.8347507514575927,0.8347507514575927,0.6968088170590157,6.32386942060164,in-house,85,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,FC1=CC(C(/C2=C/C3=C(CCCCCCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F,13.2,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O||FC1=CC(C(/C2=C/C3=C(CCCCCCCCCC)C4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C(C7=C8C)=C9SC7=CC%10=C8SC%11=C%10[C@](C%12=CC=C(CCCCCC)C=C%12)(C%13=C%11SC%14=C%13SC(/C=C%15/C(C%16=C(C%15=O)C=C(F)C(F)=C%16)=C(C#N)\[N+]#[C-])=C%14CCCCCCCCCC)C)=C9S4)=C(C#N)/C#N)=C(C2=O)C=C1F,65482d735aa1f382b817dd8d95b1689b39b0b3c26138949c2680844f1b1f5ea0,116596b3c0bf5392305dd7a9038cea9b7842a248ef0ff307a76793926dc41fde,b22cef58ec7cfac39705fe113999e5f0d7ccd8ddb0529e74aa7c5d95b01ae27e,ccadeab06fe0d22661c54cf46f26ab11bac8ab9ae86b5968982b866f28f40ae8,cbf0f12d5ec0c3cb2d107a991a82bf9dbbcd62a7c76f6730cd02747073721746,827,942,936,36,0.6934653829224814
